Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Brown Painted Wood Cover
thermaldynamics:cover:0, Green Painted Wood Cover
thermaldynamics:cover:0, Red Painted Wood Cover
thermaldynamics:cover:0, Black Painted Wood Cover
thermaldynamics:cover:0, Gargoyle Cover
thermaldynamics:cover:0, Fertile Soil Cover
thermaldynamics:cover:0, Olive Wood Planks Cover
thermaldynamics:cover:0, Ironwood Planks Cover
thermaldynamics:cover:0, Olive Wood Cover
thermaldynamics:cover:0, Ironwood Cover
thermaldynamics:cover:0, Olive Leaves Cover
thermaldynamics:cover:0, Ironwood Leaves Cover
thermaldynamics:cover:0, Olive Sapling Cover
thermaldynamics:cover:0, Ironwood Sapling Cover
thermaldynamics:cover:0, Olive Wood Fence Cover
thermaldynamics:cover:0, Ironwood Fence Cover
thermaldynamics:cover:0, Olive Wood Fence Gate Cover
thermaldynamics:cover:0, Ironwood Fence Gate Cover
thermaldynamics:cover:0, Olive Wood Slab Cover
thermaldynamics:cover:0, Ironwood Slab Cover
thermaldynamics:cover:0, Olive Wood Stairs Cover
thermaldynamics:cover:0, Ironwood Stairs Cover
thermaldynamics:cover:0, Alchemic Retort Cover
thermaldynamics:cover:0, Advanced Alchemic Retort Cover
thermaldynamics:cover:0, Wooden Stake Cover
thermaldynamics:cover:0, Wildberry Bush Cover
thermaldynamics:cover:0, Rope Cover
thermaldynamics:cover:0, Grape Seeds Cover
thermaldynamics:cover:0, Apple Seeds Cover
thermaldynamics:cover:0, Apple Sapling Cover
thermaldynamics:cover:0, Apple Leaves Cover
thermaldynamics:cover:0, Wooden Lantern Cover
thermaldynamics:cover:0, Aloe Vera Cover
thermaldynamics:cover:0, Blood Orchid Cover
thermaldynamics:cover:0, Chamomile Cover
thermaldynamics:cover:0, Cohosh Cover
thermaldynamics:cover:0, Deathstalk Mushroom Cover
thermaldynamics:cover:0, Horsetail Cover
thermaldynamics:cover:0, Mooncap Mushroom Cover
thermaldynamics:cover:0, Wind Thistle Cover
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:1, Iron Jetpack
simplyjetpacks:itemjetpack:2, Gold Jetpack
simplyjetpacks:itemjetpack:3, Diamond Jetpack
simplyjetpacks:itemjetpack:4, Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:5, Gold Jetpack (Armored)
simplyjetpacks:itemjetpack:6, Diamond Jetpack (Armored)
simplyjetpacks:itemjetpack:7, Conductive Iron Jetpack
simplyjetpacks:itemjetpack:8, Electrical Steel Jetpack
simplyjetpacks:itemjetpack:9, Energetic Jetpack
simplyjetpacks:itemjetpack:10, Vibrant Jetpack
simplyjetpacks:itemjetpack:11, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:12, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemjetpack:13, Energetic Jetpack (Armored)
simplyjetpacks:itemjetpack:14, Vibrant Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Dark Soularium JetPlate
simplyjetpacks:itemjetpack:16, Leadstone Jetpack
simplyjetpacks:itemjetpack:17, Hardened Jetpack
simplyjetpacks:itemjetpack:18, Reinforced Jetpack
simplyjetpacks:itemjetpack:19, Resonant Jetpack
simplyjetpacks:itemjetpack:20, Leadstone Jetpack (Armored)
simplyjetpacks:itemjetpack:21, Hardened Jetpack (Armored)
simplyjetpacks:itemjetpack:22, Reinforced Jetpack (Armored)
simplyjetpacks:itemjetpack:23, Resonant Jetpack (Armored)
simplyjetpacks:itemjetpack:24, Flux-Infused JetPlate
simplyjetpacks:itemjetpack:26, Basic Jetpack
simplyjetpacks:itemjetpack:27, Advanced Jetpack
simplyjetpacks:itemjetpack:28, Elite Jetpack
simplyjetpacks:itemjetpack:29, Ultimate Jetpack
simplyjetpacks:itemjetpack:30, Basic Jetpack (Armored)
simplyjetpacks:itemjetpack:31, Advanced Jetpack (Armored)
simplyjetpacks:itemjetpack:32, Elite Jetpack (Armored)
simplyjetpacks:itemjetpack:33, Ultimate Jetpack (Armored)
simplyjetpacks:itemjetpack:34, Low Voltage Jetpack
simplyjetpacks:itemjetpack:35, Medium Voltage Jetpack
simplyjetpacks:itemjetpack:36, High Voltage Jetpack
simplyjetpacks:itemjetpack:37, Low Voltage Jetpack (Armored)
simplyjetpacks:itemjetpack:38, Medium Voltage Jetpack (Armored)
simplyjetpacks:itemjetpack:39, High Voltage Jetpack (Armored)
simplyjetpacks:itemfluxpack:0, Creative Fluxpack
simplyjetpacks:itemfluxpack:1, Basic Capacitor Pack
simplyjetpacks:itemfluxpack:2, Double-Layer Capacitor Pack
simplyjetpacks:itemfluxpack:3, Octadic Capacitor Pack
simplyjetpacks:itemfluxpack:4, Basic Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:5, Double-Layer Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:6, Octadic Capacitor Pack (Armored)
simplyjetpacks:itemfluxpack:7, Leadstone Fluxpack
simplyjetpacks:itemfluxpack:8, Hardened Fluxpack
simplyjetpacks:itemfluxpack:9, Reinforced Fluxpack
simplyjetpacks:itemfluxpack:10, Resonant Fluxpack
simplyjetpacks:itemfluxpack:11, Leadstone Fluxpack (Armored)
simplyjetpacks:itemfluxpack:12, Hardened Fluxpack (Armored)
simplyjetpacks:itemfluxpack:13, Reinforced Fluxpack (Armored)
simplyjetpacks:itemfluxpack:14, Resonant Fluxpack (Armored)
simplyjetpacks:metaitem:0, Particle Customizer (Default)
simplyjetpacks:metaitem:1, Particle Customizer (None)
simplyjetpacks:metaitem:2, Particle Customizer (Smoke)
simplyjetpacks:metaitem:3, Particle Customizer (Rainbow)
simplyjetpacks:metaitem:4, Leather Strap
simplyjetpacks:metaitemmods:0, Iron Thruster
simplyjetpacks:metaitemmods:1, Gold Thruster
simplyjetpacks:metaitemmods:2, Diamond Thruster
simplyjetpacks:metaitemmods:3, Silicon Armor Plating
simplyjetpacks:metaitemmods:4, Conductive Iron Armor Plating
simplyjetpacks:metaitemmods:5, Electrical Steel Armor Plating
simplyjetpacks:metaitemmods:6, Dark Steel Armor Plating
simplyjetpacks:metaitemmods:7, Conductive Iron Thruster
simplyjetpacks:metaitemmods:8, Electrical Steel Thruster
simplyjetpacks:metaitemmods:9, Energetic Thruster
simplyjetpacks:metaitemmods:10, Vibrant Thruster
simplyjetpacks:metaitemmods:11, Dark Soularium Thruster
simplyjetpacks:metaitemmods:12, Dark Soularium Ingot
simplyjetpacks:metaitemmods:13, Reinforced Glider Wing
simplyjetpacks:metaitemmods:14, Flight Control Unit (Empty)
simplyjetpacks:metaitemmods:15, Flight Control Unit
simplyjetpacks:metaitemmods:31, Basic Armor Plating
simplyjetpacks:metaitemmods:32, Advanced Armor Plating
simplyjetpacks:metaitemmods:33, Elite Armor Plating
simplyjetpacks:metaitemmods:34, Ultimate Armor Plating
simplyjetpacks:metaitemmods:35, Basic Thruster
simplyjetpacks:metaitemmods:36, Advanced Thruster
simplyjetpacks:metaitemmods:37, Elite Thruster
simplyjetpacks:metaitemmods:38, Ultimate Thruster
simplyjetpacks:metaitemmods:39, Tough Fabric Padding
simplyjetpacks:metaitemmods:40, Iron Armor Plating
simplyjetpacks:metaitemmods:41, Steel Armor Plating
simplyjetpacks:metaitemmods:42, Low Voltage Thruster
simplyjetpacks:metaitemmods:43, Medium Voltage Thruster
simplyjetpacks:metaitemmods:44, High Voltage Thruster
simplyjetpacks:metaitemmods:16, Iron Armor Plating
simplyjetpacks:metaitemmods:17, Bronze Armor Plating
simplyjetpacks:metaitemmods:18, Invar Armor Plating
simplyjetpacks:metaitemmods:19, Enderium Armor Plating
simplyjetpacks:metaitemmods:20, Leadstone Thruster
simplyjetpacks:metaitemmods:21, Hardened Thruster
simplyjetpacks:metaitemmods:22, Reinforced Thruster
simplyjetpacks:metaitemmods:23, Resonant Thruster
simplyjetpacks:metaitemmods:24, Fluxed Thruster
simplyjetpacks:metaitemmods:25, Flux-Infused Chestplate Assembly
simplyjetpacks:metaitemmods:26, Fluxed Armor Plating
simplyjetpacks:metaitemmods:27, Glowstone Elevation Unit (Empty)
simplyjetpacks:metaitemmods:28, Glowstone Elevation Unit
simplyjetpacks:metaitemmods:29, Cryotheum Coolant Unit (Empty)
simplyjetpacks:metaitemmods:30, Cryotheum Coolant Unit
simplyjetpacks:pilot_goggles, Pilot Goggles
plustic:alumitenugget, Alumite Nugget
plustic:alumiteingot, Alumite Ingot
plustic:alumiteblock, Alumite Block
plustic:plustic.molten_alumite, Molten Alumite
plustic:plustic.molten_refinedobsidian, fluid.refinedobs.name
plustic:plustic.molten_refinedglowstone, fluid.refinedglow.name
plustic:osgloglasnugget, Osgloglas Nugget
plustic:osgloglasingot, Osgloglas Ingot
plustic:osgloglasblock, Osgloglas Block
plustic:plustic.molten_osgloglas, Molten Osgloglas
plustic:osmiridiumnugget, Osmiridium Nugget
plustic:osmiridiumingot, Osmiridium Ingot
plustic:osmiridiumblock, Osmiridium Block
plustic:plustic.molten_osmiridium, Molten Osmiridium
plustic:plustic.molten_terrasteel, fluid.terra.name
plustic:plustic.molten_elementium, Molten Elementium
plustic:plustic.molten_manasteel, fluid.mana.name
plustic:plustic.molten_mirion, Molten Mirion
plustic:plustic.molten_desh, Molten Desh
plustic:plustic.molten_titanium, fluid.tit.name
plustic:plustic.molten_thaumium, Molten Thaumium
plustic:plustic.molten_starmetal, Molten Starmetal
practicallogistics2:hammer, Forging Hammer
practicallogistics2:hammer_air, Forging Hammer
practicallogistics2:sapphireore, Sapphire Ore
practicallogistics2:inforeader, Info Reader
practicallogistics2:inventoryreader, Inventory Reader
practicallogistics2:fluidreader, Fluid Reader
practicallogistics2:energyreader, Energy Reader
practicallogistics2:networkreader, Network Reader
practicallogistics2:array, Array
practicallogistics2:entitynode, Entity Node
practicallogistics2:transfernode, Transfer Node
practicallogistics2:redstonenode, Redstone Node
practicallogistics2:clock, Clock
practicallogistics2:redstonesignaller, Redstone Signaller
practicallogistics2:minidisplay, Mini Display
practicallogistics2:displayscreen, Display Screen
practicallogistics2:largedisplayscreen, Large Display Screen
practicallogistics2:holographicdisplay, Holographic Display
practicallogistics2:advancedholographicdisplay, Advanced Holographic Display
practicallogistics2:datacable, Data Cable
practicallogistics2:redstonecable, Redstone Cable
practicallogistics2:node, Node
practicallogistics2:dataemitter, Data Emitter
practicallogistics2:datareceiver, Data Receiver
practicallogistics2:redstoneemitter, Wireless Redstone Emitter
practicallogistics2:redstonereceiver, Wireless Redstone Receiver
practicallogistics2:sapphire, Sapphire
practicallogistics2:sapphiredust, Sapphire Dust
practicallogistics2:stoneplate, Stone Plate
practicallogistics2:signallingplate, Signalling Plate
practicallogistics2:wirelessplate, Wireless Plate
practicallogistics2:etchedplate, Etched Plate
practicallogistics2:transceiver, Transceiver
practicallogistics2:entitytransceiver, Entity Transceiver
practicallogistics2:wirelessstorage, Wireless Storage Reader
practicallogistics2:operator, Operator Tool
practicallogistics2:plguide, Practical Logistics Guide
taiga:molten_basalt_fluid, Basalt Fluid
taiga:molten_tiberium_fluid, Tiberium Fluid
taiga:molten_aurorium_fluid, Aurorium Fluid
taiga:molten_prometheum_fluid, Prometheum Fluid
taiga:molten_duranite_fluid, Duranite Fluid
taiga:molten_valyrium_fluid, Valyrium Fluid
taiga:molten_vibranium_fluid, Vibranium Fluid
taiga:molten_karmesine_fluid, Karmesine Fluid
taiga:molten_jauxum_fluid, Jauxum Fluid
taiga:molten_ovium_fluid, Ovium Fluid
taiga:molten_terrax_fluid, Terrax Fluid
taiga:molten_palladium_fluid, Palladium Fluid
taiga:molten_uru_fluid, Uru Fluid
taiga:molten_osram_fluid, Osram Fluid
taiga:molten_abyssum_fluid, Abyssum Fluid
taiga:molten_eezo_fluid, Eezo Fluid
taiga:molten_triberium_fluid, Triberium Fluid
taiga:molten_fractum_fluid, Fractum Fluid
taiga:molten_violium_fluid, Violium Fluid
taiga:molten_proxii_fluid, Proxii Fluid
taiga:molten_tritonite_fluid, Tritonite Fluid
taiga:molten_ignitz_fluid, Ignitz Fluid
taiga:molten_imperomite_fluid, Imperomite Fluid
taiga:molten_solarium_fluid, Solarium Fluid
taiga:molten_nihilite_fluid, Nihilite Fluid
taiga:molten_adamant_fluid, Adamant Fluid
taiga:molten_dyonite_fluid, Dyonite Fluid
taiga:molten_nucleum_fluid, Nucleum Fluid
taiga:molten_lumix_fluid, Lumix Fluid
taiga:molten_seismum_fluid, Seismum Fluid
taiga:molten_astrium_fluid, Astrium Fluid
taiga:molten_niob_fluid, Niob Fluid
taiga:molten_yrdeen_fluid, Yrdeen Fluid
taiga:molten_iox_fluid, Iox Fluid
taiga:molten_meteorite_fluid, Meteorite Fluid
taiga:molten_obsidiorite_fluid, Obsidiorite Fluid
taiga:molten_magma_fluid, Magma Fluid
taiga:molten_nitronite_fluid, Nitronite Fluid
taiga:molten_dilithium_fluid, Dilithium Fluid
taiga:basalt_block, Basalt Block
taiga:tiberium_ore, Tiberium Ore
taiga:aurorium_ore, Aurorium Ore
taiga:prometheum_ore, Prometheum Ore
taiga:duranite_ore, Duranite Ore
taiga:valyrium_ore, Valyrium Ore
taiga:vibranium_ore, Vibranium Ore
taiga:karmesine_ore, Karmesine Ore
taiga:ovium_ore, Ovium Ore
taiga:jauxum_ore, Jauxum Ore
taiga:palladium_ore, Palladium Ore
taiga:uru_ore, Uru Ore
taiga:osram_ore, Osram Ore
taiga:eezo_ore, Eezo Ore
taiga:abyssum_ore, Abyssum Ore
taiga:tiberium_block, Tiberium Block
taiga:aurorium_block, Aurorium Block
taiga:prometheum_block, Prometheum Block
taiga:duranite_block, Duranite Block
taiga:valyrium_block, Valyrium Block
taiga:vibranium_block, Vibranium Block
taiga:karmesine_block, Karmesine Block
taiga:ovium_block, Ovium Block
taiga:jauxum_block, Jauxum Block
taiga:palladium_block, Palladium Block
taiga:uru_block, Uru Block
taiga:osram_block, Osram Block
taiga:abyssum_block, Abyssum Block
taiga:eezo_block, Eezo Block
taiga:terrax_block, Terrax Block
taiga:triberium_block, Triberium Block
taiga:fractum_block, Fractum Block
taiga:violium_block, Violium Block
taiga:proxii_block, Proxii Block
taiga:tritonite_block, Tritonite Block
taiga:ignitz_block, Ignitz Block
taiga:imperomite_block, Imperomite Block
taiga:solarium_block, Solarium Block
taiga:nihilite_block, Nihilite Block
taiga:adamant_block, Adamant Block
taiga:dyonite_block, Dyonite Block
taiga:nucleum_block, Nucleum Block
taiga:lumix_block, Lumix Block
taiga:seismum_block, Seismum Block
taiga:astrium_block, Astrium Block
taiga:niob_block, Niob Block
taiga:yrdeen_block, Yrdeen Block
taiga:iox_block, Iox Block
taiga:meteoritecobble_block, Meteorite Cobble Block
taiga:obsidioritecobble_block, Meteorite Cobble Block
taiga:meteorite_block, Meteorite Block
taiga:obsidiorite_block, Obsidiorite Block
taiga:dilithium_ore, Dilithium Ore
taiga:dilithium_block, Dilithium Block
taiga:tiberium_ingot, Tiberium Ingot
taiga:tiberium_dust, Tiberium Dust
taiga:tiberium_nugget, Tiberium Nugget
taiga:aurorium_ingot, Aurorium Ingot
taiga:aurorium_dust, Aurorium Dust
taiga:aurorium_nugget, Aurorium Nugget
taiga:prometheum_ingot, Prometheum Ingot
taiga:prometheum_dust, Prometheum Dust
taiga:prometheum_nugget, Prometheum Nugget
taiga:duranite_ingot, Duranite Ingot
taiga:duranite_dust, Duranite Dust
taiga:duranite_nugget, Duranite Nugget
taiga:valyrium_ingot, Valyrium Ingot
taiga:valyrium_dust, Valyrium Dust
taiga:valyrium_nugget, Valyrium Nugget
taiga:vibranium_ingot, Vibranium Ingot
taiga:vibranium_dust, Vibranium Dust
taiga:vibranium_nugget, Vibranium Nugget
taiga:karmesine_ingot, Karmesine Ingot
taiga:karmesine_dust, Karmesine Dust
taiga:karmesine_nugget, Karmesine Nugget
taiga:ovium_ingot, Ovium Ingot
taiga:ovium_dust, Ovium Dust
taiga:ovium_nugget, Ovium Nugget
taiga:jauxum_ingot, Jauxum Ingot
taiga:jauxum_dust, Jauxum Dust
taiga:jauxum_nugget, Jauxum Nugget
taiga:terrax_ingot, Terrax Ingot
taiga:terrax_dust, Terrax Dust
taiga:terrax_nugget, Terrax Nugget
taiga:palladium_ingot, Palladium Ingot
taiga:palladium_dust, Palladium Dust
taiga:palladium_nugget, Palladium Nugget
taiga:uru_ingot, Uru Ingot
taiga:uru_dust, Uru Dust
taiga:uru_nugget, Uru Nugget
taiga:osram_ingot, Osram Ingot
taiga:osram_dust, Osram Dust
taiga:osram_nugget, Osram Nugget
taiga:abyssum_ingot, Abyssum Ingot
taiga:abyssum_dust, Abyssum Dust
taiga:abyssum_nugget, Abyssum Nugget
taiga:eezo_ingot, Eezo Ingot
taiga:eezo_dust, Eezo Dust
taiga:eezo_nugget, Eezo Nugget
taiga:triberium_ingot, Triberium Ingot
taiga:triberium_dust, Triberium Dust
taiga:triberium_nugget, Triberium Nugget
taiga:fractum_ingot, Fractum Ingot
taiga:fractum_dust, Fractum Dust
taiga:fractum_nugget, Fractum Nugget
taiga:violium_ingot, Violium Ingot
taiga:violium_dust, Violium Dust
taiga:violium_nugget, Violium Nugget
taiga:proxii_ingot, Proxii Ingot
taiga:proxii_dust, Proxii Dust
taiga:proxii_nugget, Proxii Nugget
taiga:tritonite_ingot, Tritonite Ingot
taiga:tritonite_dust, Tritonite Dust
taiga:tritonite_nugget, Tritonite Nugget
taiga:ignitz_ingot, Ignitz Ingot
taiga:ignitz_dust, Ignitz Dust
taiga:ignitz_nugget, Ignitz Nugget
taiga:imperomite_ingot, Imperomite Ingot
taiga:imperomite_dust, Imperomite Dust
taiga:imperomite_nugget, Imperomite Nugget
taiga:solarium_ingot, Solarium Ingot
taiga:solarium_dust, Solarium Dust
taiga:solarium_nugget, Solarium Nugget
taiga:nihilite_ingot, Nihilite Ingot
taiga:nihilite_dust, Nihilite Dust
taiga:nihilite_nugget, Nihilite Nugget
taiga:adamant_ingot, Adamant Ingot
taiga:adamant_dust, Adamant Dust
taiga:adamant_nugget, Adamant Nugget
taiga:dyonite_ingot, Dyonite Ingot
taiga:dyonite_dust, Dyonite Dust
taiga:dyonite_nugget, Dyonite Nugget
taiga:nucleum_ingot, Nucleum Ingot
taiga:nucleum_dust, Nucleum Dust
taiga:nucleum_nugget, Nucleum Nugget
taiga:lumix_ingot, Lumix Ingot
taiga:lumix_dust, Lumix Dust
taiga:lumix_nugget, Lumix Nugget
taiga:seismum_ingot, Seismum Ingot
taiga:seismum_dust, Seismum Dust
taiga:seismum_nugget, Seismum Nugget
taiga:astrium_ingot, Astrium Ingot
taiga:astrium_dust, Astrium Dust
taiga:astrium_nugget, Astrium Nugget
taiga:niob_ingot, Niob Ingot
taiga:niob_dust, Niob Dust
taiga:niob_nugget, Niob Nugget
taiga:yrdeen_ingot, Yrdeen Ingot
taiga:yrdeen_dust, Yrdeen Dust
taiga:yrdeen_nugget, Yrdeen Nugget
taiga:iox_ingot, Iox Ingot
taiga:iox_dust, Iox Dust
taiga:iox_nugget, Iox Nugget
taiga:meteorite_ingot, Meteorite Ingot
taiga:meteorite_dust, Meteorite Dust
taiga:meteorite_nugget, Meteorite Nugget
taiga:basalt_ingot, Basalt Ingot
taiga:basalt_dust, Basalt Dust
taiga:basalt_nugget, Basalt Nugget
taiga:obsidiorite_ingot, Obsidiorite Ingot
taiga:obsidiorite_dust, Obsidiorite Dust
taiga:obsidiorite_nugget, Obsidiorite Nugget
taiga:dilithium_ingot, Dilithium Ingot
taiga:dilithium_dust, Dilithium Dust
taiga:dilithium_crystal, Dilithium Crystal
taiga:tiberium_crystal, Tiberium Crystal
taiga:dilithium_nugget, Dilithium Nugget
thermalcultivation:watering_can:0, Watering Can (Basic)
thermalcultivation:watering_can:1, Watering Can (Hardened)
thermalcultivation:watering_can:2, Watering Can (Reinforced)
thermalcultivation:watering_can:3, Watering Can (Signalum)
thermalcultivation:watering_can:4, Watering Can (Resonant)
thermalcultivation:watering_can:32000, Watering Can (Creative)
thermalinnovation:drill:0, Fluxbore (Basic)
thermalinnovation:drill:1, Fluxbore (Hardened)
thermalinnovation:drill:2, Fluxbore (Reinforced)
thermalinnovation:drill:3, Fluxbore (Signalum)
thermalinnovation:drill:4, Fluxbore (Resonant)
thermalinnovation:drill:32000, Fluxbore (Creative)
thermalinnovation:saw:0, Fluxsaw (Basic)
thermalinnovation:saw:1, Fluxsaw (Hardened)
thermalinnovation:saw:2, Fluxsaw (Reinforced)
thermalinnovation:saw:3, Fluxsaw (Signalum)
thermalinnovation:saw:4, Fluxsaw (Resonant)
thermalinnovation:saw:32000, Fluxsaw (Creative)
thermalinnovation:magnet:0, Fluxomagnet (Basic)
